interaction_id,customer_id,interaction_date,channel,interaction_type,response_flag,conversion_flag,campaign_id,message_theme
INT-000000305,CUST-0000029,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000306,CUST-0000029,2025-09-04,email,retention,1,1,CAMP-000001,exclusive_access
INT-000000307,CUST-0000029,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000000308,CUST-0000029,2024-01-31,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000000309,CUST-0000029,2023-05-19,email,cross_sell,1,0,CAMP-000003,early_access
INT-000000310,CUST-0000029,2023-06-01,sms,retention,1,0,CAMP-000007,free_shipping
INT-000000311,CUST-0000029,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000000312,CUST-0000029,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000313,CUST-0000029,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000000314,CUST-0000029,2024-08-10,email,loyalty,1,0,CAMP-000011,early_access
INT-000000315,CUST-0000029,2024-09-23,push,reactivation,1,1,CAMP-000002,exclusive_access
INT-000000316,CUST-0000029,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000000317,CUST-0000029,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000000318,CUST-0000030,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000319,CUST-0000030,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000000320,CUST-0000030,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000321,CUST-0000030,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000322,CUST-0000030,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000323,CUST-0000030,2025-10-05,sms,upsell,1,0,CAMP-000017,discount
INT-000000324,CUST-0000030,2023-10-02,push,upsell,1,0,CAMP-000008,bundle
INT-000000325,CUST-0000030,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000326,CUST-0000030,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000000327,CUST-0000030,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000000328,CUST-0000030,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000329,CUST-0000030,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000330,CUST-0000030,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000000331,CUST-0000030,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000000332,CUST-0000030,2024-08-08,email,loyalty,1,0,CAMP-000011,early_access
INT-000000333,CUST-0000031,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000334,CUST-0000031,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000000335,CUST-0000031,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000336,CUST-0000031,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000000337,CUST-0000031,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000000338,CUST-0000031,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000000339,CUST-0000031,2025-09-03,email,retention,1,0,CAMP-000001,exclusive_access
INT-000000340,CUST-0000031,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000341,CUST-0000031,2025-10-06,sms,upsell,1,0,CAMP-000017,discount
INT-000000342,CUST-0000031,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000343,CUST-0000031,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000000344,CUST-0000031,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000345,CUST-0000032,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000346,CUST-0000032,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000347,CUST-0000032,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000000348,CUST-0000032,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000349,CUST-0000032,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000350,CUST-0000032,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000351,CUST-0000032,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000000352,CUST-0000033,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000353,CUST-0000033,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000354,CUST-0000033,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000355,CUST-0000033,2023-09-26,push,upsell,1,0,CAMP-000010,discount
INT-000000356,CUST-0000033,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000000357,CUST-0000033,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000000358,CUST-0000033,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000359,CUST-0000033,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000000360,CUST-0000033,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000361,CUST-0000033,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000362,CUST-0000034,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000363,CUST-0000034,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000000364,CUST-0000034,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000000365,CUST-0000034,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000366,CUST-0000034,2024-05-04,remarketing,retention,1,0,CAMP-000004,early_access
INT-000000367,CUST-0000034,2023-01-12,push,reactivation,1,0,CAMP-000019,bundle
INT-000000368,CUST-0000034,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000369,CUST-0000034,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000370,CUST-0000035,2024-08-10,email,loyalty,1,0,CAMP-000011,early_access
INT-000000371,CUST-0000035,2023-10-02,push,upsell,1,0,CAMP-000008,bundle
INT-000000372,CUST-0000035,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000000373,CUST-0000035,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000000374,CUST-0000035,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000000375,CUST-0000035,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000376,CUST-0000035,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000377,CUST-0000035,2023-09-14,email,conversion,1,0,CAMP-000006,bundle
INT-000000378,CUST-0000035,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000000379,CUST-0000035,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000380,CUST-0000035,2023-05-20,email,cross_sell,1,0,CAMP-000003,early_access
INT-000000381,CUST-0000035,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000382,CUST-0000035,2024-05-04,remarketing,retention,1,0,CAMP-000004,early_access
INT-000000383,CUST-0000036,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000000384,CUST-0000036,2025-08-17,push,cross_sell,1,0,CAMP-000013,cashback
INT-000000385,CUST-0000036,2023-05-17,email,cross_sell,1,0,CAMP-000003,early_access
INT-000000386,CUST-0000036,2024-08-07,email,loyalty,1,1,CAMP-000011,early_access
INT-000000387,CUST-0000036,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000000388,CUST-0000036,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000000389,CUST-0000036,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000390,CUST-0000036,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000000391,CUST-0000036,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000392,CUST-0000037,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000000393,CUST-0000037,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000394,CUST-0000037,2025-10-05,sms,upsell,1,0,CAMP-000017,discount
INT-000000395,CUST-0000037,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000000396,CUST-0000037,2025-09-03,email,retention,1,0,CAMP-000001,exclusive_access
INT-000000397,CUST-0000037,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000000398,CUST-0000037,2023-09-17,email,conversion,1,0,CAMP-000006,bundle
INT-000000399,CUST-0000037,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000000400,CUST-0000037,2025-10-21,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000401,CUST-0000037,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000402,CUST-0000037,2024-10-03,in_app,conversion,1,0,CAMP-000005,exclusive_access
INT-000000403,CUST-0000038,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000000404,CUST-0000038,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000405,CUST-0000038,2025-10-21,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000406,CUST-0000038,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000407,CUST-0000038,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000000408,CUST-0000038,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000409,CUST-0000038,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000000410,CUST-0000038,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000411,CUST-0000038,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000000412,CUST-0000038,2025-05-29,email,cross_sell,1,0,CAMP-000012,discount
INT-000000413,CUST-0000038,2024-04-22,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000000414,CUST-0000038,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000000415,CUST-0000038,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000416,CUST-0000038,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000417,CUST-0000038,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000000418,CUST-0000038,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000000419,CUST-0000039,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000000420,CUST-0000039,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000421,CUST-0000039,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000000422,CUST-0000039,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000423,CUST-0000039,2024-04-20,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000000424,CUST-0000039,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000000425,CUST-0000039,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000426,CUST-0000039,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000000427,CUST-0000039,2023-05-18,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000428,CUST-0000039,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000000429,CUST-0000039,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000430,CUST-0000039,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000431,CUST-0000039,2024-09-26,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000000432,CUST-0000039,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000433,CUST-0000039,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000000434,CUST-0000039,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000435,CUST-0000040,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000000436,CUST-0000040,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000437,CUST-0000040,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000000438,CUST-0000040,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000000439,CUST-0000040,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000000440,CUST-0000040,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000441,CUST-0000040,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000442,CUST-0000040,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000443,CUST-0000040,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000444,CUST-0000040,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000445,CUST-0000040,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000000446,CUST-0000041,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000000447,CUST-0000041,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000000448,CUST-0000041,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000000449,CUST-0000041,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000000450,CUST-0000041,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000451,CUST-0000041,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000452,CUST-0000041,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000453,CUST-0000041,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000454,CUST-0000041,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000455,CUST-0000041,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000456,CUST-0000041,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000457,CUST-0000041,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000458,CUST-0000041,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000000459,CUST-0000041,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000460,CUST-0000041,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000461,CUST-0000041,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000462,CUST-0000041,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000000463,CUST-0000041,2024-09-25,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000000464,CUST-0000041,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000465,CUST-0000041,2024-04-20,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000000466,CUST-0000042,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000467,CUST-0000042,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000468,CUST-0000042,2024-09-25,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000000469,CUST-0000042,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000000470,CUST-0000042,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000471,CUST-0000042,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000472,CUST-0000042,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000473,CUST-0000043,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000474,CUST-0000043,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000000475,CUST-0000043,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000000476,CUST-0000043,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000477,CUST-0000043,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000000478,CUST-0000043,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000479,CUST-0000043,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000480,CUST-0000044,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000481,CUST-0000044,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000482,CUST-0000044,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000000483,CUST-0000044,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000484,CUST-0000044,2023-09-14,email,conversion,1,0,CAMP-000006,bundle
INT-000000485,CUST-0000044,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000000486,CUST-0000044,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000487,CUST-0000044,2023-05-18,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000488,CUST-0000044,2025-01-07,email,retention,1,0,CAMP-000014,discount
INT-000000489,CUST-0000044,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000000490,CUST-0000044,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000491,CUST-0000044,2024-01-28,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000000492,CUST-0000045,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000000493,CUST-0000045,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000000494,CUST-0000045,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000000495,CUST-0000045,2025-10-20,push,cross_sell,1,1,CAMP-000016,early_access
INT-000000496,CUST-0000045,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000000497,CUST-0000045,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000498,CUST-0000045,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000499,CUST-0000045,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000000500,CUST-0000046,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000000501,CUST-0000046,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000000502,CUST-0000046,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000503,CUST-0000046,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000504,CUST-0000046,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000000505,CUST-0000046,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000506,CUST-0000047,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000507,CUST-0000047,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000508,CUST-0000047,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000000509,CUST-0000047,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000510,CUST-0000047,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000511,CUST-0000047,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000000512,CUST-0000047,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000000513,CUST-0000047,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000514,CUST-0000047,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000515,CUST-0000047,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000000516,CUST-0000047,2023-01-12,push,reactivation,1,0,CAMP-000019,bundle
INT-000000517,CUST-0000048,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000518,CUST-0000048,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000519,CUST-0000048,2023-05-18,email,cross_sell,1,0,CAMP-000003,early_access
INT-000000520,CUST-0000048,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000000521,CUST-0000048,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000522,CUST-0000048,2024-01-28,in_app,conversion,1,0,CAMP-000015,discount
INT-000000523,CUST-0000048,2025-10-07,sms,upsell,1,0,CAMP-000017,discount
INT-000000524,CUST-0000048,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000525,CUST-0000048,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000000526,CUST-0000048,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000527,CUST-0000048,2025-05-30,email,cross_sell,1,0,CAMP-000012,discount
INT-000000528,CUST-0000048,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000529,CUST-0000048,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000000530,CUST-0000048,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000531,CUST-0000049,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000000532,CUST-0000049,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000533,CUST-0000049,2023-09-26,push,upsell,1,0,CAMP-000010,discount
INT-000000534,CUST-0000049,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000535,CUST-0000049,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000536,CUST-0000049,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000537,CUST-0000049,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000538,CUST-0000049,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000000539,CUST-0000049,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000000540,CUST-0000050,2025-09-05,email,retention,1,0,CAMP-000001,exclusive_access
INT-000000541,CUST-0000050,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000542,CUST-0000050,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000000543,CUST-0000050,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000544,CUST-0000050,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000545,CUST-0000050,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000000546,CUST-0000050,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000000547,CUST-0000050,2023-06-03,sms,retention,1,0,CAMP-000007,free_shipping
INT-000000548,CUST-0000051,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000549,CUST-0000051,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000550,CUST-0000051,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000000551,CUST-0000051,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
